"","time","O3","NO2","Ox"
"2132",2018-03-30,32,9,41
"2133",2018-03-30,31,10,41
"2134",2018-03-30,29,10,39
"2135",2018-03-30,22,18,40
"2136",2018-03-30,24,17,41
"2137",2018-03-31,25,15,40
"2138",2018-03-31,25,16,41
"2139",2018-03-31,27,12,39
"2140",2018-03-31,19,17,36
"2141",2018-03-31,28,9,37
"2142",2018-03-31,25,13,38
"2143",2018-03-31,27,10,37
"2144",2018-03-31,29,8,37
"2145",2018-03-31,28,8,36
"2146",2018-03-31,34,5,39
"2147",2018-03-31,35,5,40
"2148",2018-03-31,36,5,41
"2149",2018-03-31,38,5,43
"2150",2018-03-31,41,5,46
"2151",2018-03-31,42,5,47
"2152",2018-03-31,41,6,47
"2153",2018-03-31,42,5,47
"2154",2018-03-31,41,5,46
"2155",2018-03-31,39,5,44
"2156",2018-03-31,38,5,43
"2157",2018-03-31,37,6,43
"2158",2018-03-31,31,9,40
"2159",2018-03-31,30,7,37
"2160",2018-03-31,33,4,37
"2161",2018-04-01,38,3,41
"2162",2018-04-01,41,3,44
"2163",2018-04-01,40,3,43
"2164",2018-04-01,NA,NA,NA
"2165",2018-04-01,40,3,43
"2166",2018-04-01,39,3,42
"2167",2018-04-01,36,5,41
"2168",2018-04-01,35,5,40
"2169",2018-04-01,37,3,40
"2170",2018-04-01,38,2,40
"2171",2018-04-01,40,2,42
"2172",2018-04-01,41,2,43
"2173",2018-04-01,41,3,44
"2174",2018-04-01,43,2,45
"2175",2018-04-01,43,2,45
"2176",2018-04-01,43,2,45
"2177",2018-04-01,41,3,44
"2178",2018-04-01,41,3,44
"2179",2018-04-01,40,4,44
"2180",2018-04-01,39,5,44
"2181",2018-04-01,37,6,43
"2182",2018-04-01,35,9,44
"2183",2018-04-01,34,9,43
"2184",2018-04-01,37,7,44
"2185",2018-04-02,40,3,43
"2186",2018-04-02,32,10,42
"2187",2018-04-02,34,8,42
"2188",2018-04-02,25,16,41
"2189",2018-04-02,16,25,41
"2190",2018-04-02,24,16,40
"2191",2018-04-02,21,21,42
"2192",2018-04-02,16,25,41
"2193",2018-04-02,25,15,40
"2194",2018-04-02,29,13,42
"2195",2018-04-02,30,14,44
"2196",2018-04-02,31,12,43
"2197",2018-04-02,33,9,42
"2198",2018-04-02,39,7,46
"2199",2018-04-02,40,9,49
"2200",2018-04-02,40,8,48
"2201",2018-04-02,40,9,49
"2202",2018-04-02,41,7,48
"2203",2018-04-02,40,7,47
"2204",2018-04-02,39,7,46
"2205",2018-04-02,36,9,45
"2206",2018-04-02,37,9,46
"2207",2018-04-02,32,13,45
"2208",2018-04-02,27,18,45
"2209",2018-04-03,29,16,45
"2210",2018-04-03,30,14,44
"2211",2018-04-03,24,19,43
"2212",2018-04-03,25,18,43
"2213",2018-04-03,25,17,42
"2214",2018-04-03,19,19,38
"2215",2018-04-03,24,15,39
"2216",2018-04-03,24,18,42
"2217",2018-04-03,28,14,42
"2218",2018-04-03,30,15,45
"2219",2018-04-03,33,15,48
"2220",2018-04-03,36,10,46
"2221",2018-04-03,35,10,45
"2222",2018-04-03,35,10,45
"2223",2018-04-03,34,10,44
"2224",2018-04-03,32,10,42
"2225",2018-04-03,32,9,41
"2226",2018-04-03,32,9,41
"2227",2018-04-03,30,8,38
"2228",2018-04-03,29,8,37
"2229",2018-04-03,29,7,36
"2230",2018-04-03,28,7,35
"2231",2018-04-03,26,8,34
"2232",2018-04-03,24,9,33
"2233",2018-04-04,25,8,33
"2234",2018-04-04,26,7,33
"2235",2018-04-04,24,8,32
"2236",2018-04-04,21,10,31
"2237",2018-04-04,19,12,31
"2238",2018-04-04,8,24,32
"2239",2018-04-04,11,20,31
"2240",2018-04-04,21,12,33
"2241",2018-04-04,28,9,37
"2242",2018-04-04,32,9,41
"2243",2018-04-04,34,7,41
"2244",2018-04-04,35,5,40
"2245",2018-04-04,37,4,41
"2246",2018-04-04,37,3,40
"2247",2018-04-04,36,4,40
"2248",2018-04-04,37,3,40
"2249",2018-04-04,37,4,41
"2250",2018-04-04,38,3,41
"2251",2018-04-04,38,4,42
"2252",2018-04-04,38,4,42
"2253",2018-04-04,37,4,41
"2254",2018-04-04,35,5,40
"2255",2018-04-04,35,5,40
"2256",2018-04-04,36,4,40
"2257",2018-04-05,35,5,40
"2258",2018-04-05,29,11,40
"2259",2018-04-05,33,7,40
"2260",2018-04-05,35,6,41
"2261",2018-04-05,33,8,41
"2262",2018-04-05,29,10,39
"2263",2018-04-05,26,13,39
"2264",2018-04-05,26,13,39
"2265",2018-04-05,27,12,39
"2266",2018-04-05,34,5,39
"2267",2018-04-05,34,5,39
"2268",2018-04-05,37,4,41
"2269",2018-04-05,37,4,41
"2270",2018-04-05,36,6,42
"2271",2018-04-05,37,5,42
"2272",2018-04-05,38,4,42
"2273",2018-04-05,39,4,43
"2274",2018-04-05,40,3,43
"2275",2018-04-05,39,5,44
"2276",2018-04-05,37,8,45
"2277",2018-04-05,34,13,47
"2278",2018-04-05,37,10,47
"2279",2018-04-05,39,7,46
"2280",2018-04-05,38,7,45
"2281",2018-04-06,38,6,44
"2282",2018-04-06,37,7,44
"2283",2018-04-06,36,7,43
"2284",2018-04-06,34,9,43
"2285",2018-04-06,21,20,41
"2286",2018-04-06,22,18,40
"2287",2018-04-06,20,21,41
"2288",2018-04-06,32,12,44
"2289",2018-04-06,32,14,46
"2290",2018-04-06,33,14,47
"2291",2018-04-06,31,16,47
"2292",2018-04-06,33,15,48
"2293",2018-04-06,31,17,48
"2294",2018-04-06,28,19,47
"2295",2018-04-06,28,16,44
"2296",2018-04-06,33,12,45
"2297",2018-04-06,43,5,48
"2298",2018-04-06,42,6,48
"2299",2018-04-06,44,7,51
"2300",2018-04-06,45,7,52
"2301",2018-04-06,43,6,49
"2302",2018-04-06,40,5,45
"2303",2018-04-06,38,5,43
"2304",2018-04-06,37,4,41
"2305",2018-04-07,36,5,41
"2306",2018-04-07,37,4,41
"2307",2018-04-07,38,3,41
"2308",2018-04-07,37,5,42
"2309",2018-04-07,34,7,41
"2310",2018-04-07,29,11,40
"2311",2018-04-07,28,12,40
"2312",2018-04-07,30,8,38
"2313",2018-04-07,30,7,37
"2314",2018-04-07,32,4,36
"2315",2018-04-07,32,4,36
"2316",2018-04-07,33,3,36
"2317",2018-04-07,34,3,37
"2318",2018-04-07,35,3,38
"2319",2018-04-07,34,4,38
"2320",2018-04-07,35,4,39
"2321",2018-04-07,35,4,39
"2322",2018-04-07,34,5,39
"2323",2018-04-07,34,5,39
"2324",2018-04-07,31,8,39
"2325",2018-04-07,32,7,39
"2326",2018-04-07,32,7,39
"2327",2018-04-07,32,7,39
"2328",2018-04-07,32,6,38
"2329",2018-04-08,30,7,37
"2330",2018-04-08,31,7,38
"2331",2018-04-08,33,6,39
"2332",2018-04-08,NA,NA,NA
"2333",2018-04-08,30,8,38
"2334",2018-04-08,32,7,39
"2335",2018-04-08,36,7,43
"2336",2018-04-08,38,6,44
"2337",2018-04-08,41,4,45
"2338",2018-04-08,41,3,44
"2339",2018-04-08,41,3,44
"2340",2018-04-08,42,2,44
"2341",2018-04-08,42,2,44
"2342",2018-04-08,41,3,44
"2343",2018-04-08,41,2,43
"2344",2018-04-08,40,2,42
"2345",2018-04-08,39,3,42
"2346",2018-04-08,39,3,42
"2347",2018-04-08,38,4,42
"2348",2018-04-08,34,8,42
"2349",2018-04-08,32,9,41
"2350",2018-04-08,32,9,41
"2351",2018-04-08,30,11,41
"2352",2018-04-08,30,10,40
"2353",2018-04-09,30,11,41
"2354",2018-04-09,30,11,41
"2355",2018-04-09,30,11,41
"2356",2018-04-09,25,15,40
"2357",2018-04-09,20,20,40
"2358",2018-04-09,16,25,41
"2359",2018-04-09,17,27,44
"2360",2018-04-09,11,35,46
"2361",2018-04-09,19,27,46
"2362",2018-04-09,29,14,43
"2363",2018-04-09,30,14,44
"2364",2018-04-09,33,11,44
"2365",2018-04-09,32,12,44
"2366",2018-04-09,33,12,45
"2367",2018-04-09,33,13,46
"2368",2018-04-09,32,13,45
"2369",2018-04-09,37,7,44
"2370",2018-04-09,36,8,44
"2371",2018-04-09,37,7,44
"2372",2018-04-09,35,8,43
"2373",2018-04-09,34,8,42
"2374",2018-04-09,29,13,42
"2375",2018-04-09,25,16,41
"2376",2018-04-09,26,15,41
"2377",2018-04-10,27,14,41
"2378",2018-04-10,28,12,40
"2379",2018-04-10,29,12,41
"2380",2018-04-10,22,19,41
"2381",2018-04-10,19,22,41
"2382",2018-04-10,15,27,42
"2383",2018-04-10,13,33,46
"2384",2018-04-10,19,29,48
"2385",2018-04-10,27,21,48
"2386",2018-04-10,29,19,48
"2387",2018-04-10,31,15,46
"2388",2018-04-10,31,14,45
"2389",2018-04-10,34,13,47
"2390",2018-04-10,35,11,46
"2391",2018-04-10,36,10,46
"2392",2018-04-10,38,10,48
"2393",2018-04-10,37,10,47
"2394",2018-04-10,37,8,45
"2395",2018-04-10,35,12,47
"2396",2018-04-10,33,15,48
"2397",2018-04-10,31,18,49
"2398",2018-04-10,31,14,45
"2399",2018-04-10,33,12,45
"2400",2018-04-10,34,12,46
"2401",2018-04-11,31,14,45
"2402",2018-04-11,34,11,45
"2403",2018-04-11,33,10,43
"2404",2018-04-11,36,8,44
"2405",2018-04-11,35,9,44
"2406",2018-04-11,31,14,45
"2407",2018-04-11,30,14,44
"2408",2018-04-11,24,19,43
"2409",2018-04-11,25,17,42
"2410",2018-04-11,29,11,40
"2411",2018-04-11,30,12,42
"2412",2018-04-11,32,10,42
"2413",2018-04-11,33,9,42
"2414",2018-04-11,30,12,42
"2415",2018-04-11,31,10,41
"2416",2018-04-11,30,12,42
"2417",2018-04-11,27,17,44
"2418",2018-04-11,29,13,42
"2419",2018-04-11,25,15,40
"2420",2018-04-11,18,21,39
"2421",2018-04-11,14,23,37
"2422",2018-04-11,9,29,38
"2423",2018-04-11,3,39,42
"2424",2018-04-11,2,41,43
"2425",2018-04-12,6,35,41
"2426",2018-04-12,6,34,40
"2427",2018-04-12,1,41,42
"2428",2018-04-12,1,41,42
"2429",2018-04-12,1,39,40
"2430",2018-04-12,1,36,37
"2431",2018-04-12,3,29,32
"2432",2018-04-12,10,19,29
"2433",2018-04-12,16,16,32
"2434",2018-04-12,21,12,33
"2435",2018-04-12,22,13,35
"2436",2018-04-12,20,15,35
"2437",2018-04-12,22,13,35
"2438",2018-04-12,24,11,35
"2439",2018-04-12,23,14,37
"2440",2018-04-12,20,21,41
"2441",2018-04-12,20,22,42
"2442",2018-04-12,9,35,44
"2443",2018-04-12,7,37,44
"2444",2018-04-12,14,29,43
"2445",2018-04-12,31,7,38
"2446",2018-04-12,30,7,37
"2447",2018-04-12,27,8,35
"2448",2018-04-12,27,8,35
"2449",2018-04-13,32,6,38
"2450",2018-04-13,32,6,38
"2451",2018-04-13,34,5,39
"2452",2018-04-13,32,7,39
"2453",2018-04-13,28,11,39
"2454",2018-04-13,26,11,37
"2455",2018-04-13,20,16,36
"2456",2018-04-13,18,18,36
"2457",2018-04-13,19,17,36
"2458",2018-04-13,23,14,37
"2459",2018-04-13,25,13,38
"2460",2018-04-13,24,13,37
"2461",2018-04-13,27,11,38
"2462",2018-04-13,32,9,41
"2463",2018-04-13,31,8,39
"2464",2018-04-13,29,11,40
"2465",2018-04-13,23,17,40
"2466",2018-04-13,23,17,40
"2467",2018-04-13,15,24,39
"2468",2018-04-13,12,22,34
"2469",2018-04-13,16,16,32
"2470",2018-04-13,19,15,34
"2471",2018-04-13,25,13,38
"2472",2018-04-13,26,12,38
"2473",2018-04-14,25,9,34
"2474",2018-04-14,25,9,34
"2475",2018-04-14,30,8,38
"2476",2018-04-14,33,7,40
"2477",2018-04-14,34,6,40
"2478",2018-04-14,34,7,41
"2479",2018-04-14,33,7,40
"2480",2018-04-14,33,9,42
"2481",2018-04-14,31,12,43
"2482",2018-04-14,33,9,42
"2483",2018-04-14,34,9,43
"2484",2018-04-14,32,10,42
"2485",2018-04-14,32,8,40
"2486",2018-04-14,33,8,41
"2487",2018-04-14,32,10,42
"2488",2018-04-14,35,10,45
"2489",2018-04-14,34,9,43
"2490",2018-04-14,33,10,43
"2491",2018-04-14,31,12,43
"2492",2018-04-14,35,10,45
"2493",2018-04-14,37,7,44
"2494",2018-04-14,34,9,43
"2495",2018-04-14,34,9,43
"2496",2018-04-14,34,8,42
"2497",2018-04-15,34,7,41
"2498",2018-04-15,36,7,43
"2499",2018-04-15,36,7,43
"2500",2018-04-15,NA,NA,NA
"2501",2018-04-15,37,7,44
"2502",2018-04-15,37,6,43
"2503",2018-04-15,37,5,42
"2504",2018-04-15,34,7,41
"2505",2018-04-15,33,7,40
"2506",2018-04-15,32,7,39
"2507",2018-04-15,33,6,39
"2508",2018-04-15,33,6,39
"2509",2018-04-15,33,5,38
"2510",2018-04-15,33,5,38
"2511",2018-04-15,32,5,37
"2512",2018-04-15,32,5,37
"2513",2018-04-15,31,5,36
"2514",2018-04-15,31,6,37
"2515",2018-04-15,31,5,36
"2516",2018-04-15,31,5,36
"2517",2018-04-15,32,5,37
"2518",2018-04-15,32,5,37
"2519",2018-04-15,32,5,37
"2520",2018-04-15,32,5,37
"2521",2018-04-16,32,4,36
"2522",2018-04-16,32,4,36
"2523",2018-04-16,31,5,36
"2524",2018-04-16,30,4,34
"2525",2018-04-16,30,5,35
"2526",2018-04-16,30,6,36
"2527",2018-04-16,30,7,37
"2528",2018-04-16,30,8,38
"2529",2018-04-16,29,9,38
"2530",2018-04-16,27,11,38
"2531",2018-04-16,27,12,39
"2532",2018-04-16,22,16,38
"2533",2018-04-16,19,14,33
"2534",2018-04-16,19,14,33
"2535",2018-04-16,15,24,39
"2536",2018-04-16,20,15,35
"2537",2018-04-16,22,13,35
"2538",2018-04-16,23,12,35
"2539",2018-04-16,25,11,36
"2540",2018-04-16,26,11,37
"2541",2018-04-16,25,11,36
"2542",2018-04-16,20,15,35
"2543",2018-04-16,20,15,35
"2544",2018-04-16,26,13,39
"2545",2018-04-17,28,11,39
"2546",2018-04-17,30,8,38
"2547",2018-04-17,31,6,37
"2548",2018-04-17,30,5,35
"2549",2018-04-17,31,5,36
"2550",2018-04-17,28,7,35
"2551",2018-04-17,27,8,35
"2552",2018-04-17,27,8,35
"2553",2018-04-17,29,7,36
"2554",2018-04-17,29,6,35
"2555",2018-04-17,30,6,36
"2556",2018-04-17,30,7,37
"2557",2018-04-17,29,8,37
"2558",2018-04-17,30,9,39
"2559",2018-04-17,34,6,40
"2560",2018-04-17,33,9,42
"2561",2018-04-17,33,9,42
"2562",2018-04-17,34,7,41
"2563",2018-04-17,31,9,40
"2564",2018-04-17,30,8,38
"2565",2018-04-17,30,8,38
"2566",2018-04-17,29,9,38
"2567",2018-04-17,31,9,40
"2568",2018-04-17,33,7,40
"2569",2018-04-18,33,7,40
"2570",2018-04-18,34,6,40
"2571",2018-04-18,33,6,39
"2572",2018-04-18,31,8,39
"2573",2018-04-18,29,10,39
"2574",2018-04-18,26,14,40
"2575",2018-04-18,24,17,41
"2576",2018-04-18,26,14,40
"2577",2018-04-18,29,11,40
"2578",2018-04-18,33,7,40
"2579",2018-04-18,32,8,40
"2580",2018-04-18,32,8,40
"2581",2018-04-18,32,8,40
"2582",2018-04-18,33,8,41
"2583",2018-04-18,33,9,42
"2584",2018-04-18,34,7,41
"2585",2018-04-18,33,8,41
"2586",2018-04-18,31,10,41
"2587",2018-04-18,31,9,40
"2588",2018-04-18,29,10,39
"2589",2018-04-18,32,8,40
"2590",2018-04-18,32,10,42
"2591",2018-04-18,27,15,42
"2592",2018-04-18,28,14,42
"2593",2018-04-19,32,10,42
"2594",2018-04-19,35,8,43
"2595",2018-04-19,36,7,43
"2596",2018-04-19,36,8,44
"2597",2018-04-19,37,7,44
"2598",2018-04-19,35,10,45
"2599",2018-04-19,32,14,46
"2600",2018-04-19,34,10,44
"2601",2018-04-19,37,8,45
"2602",2018-04-19,39,6,45
"2603",2018-04-19,40,6,46
"2604",2018-04-19,40,5,45
"2605",2018-04-19,41,5,46
"2606",2018-04-19,43,4,47
"2607",2018-04-19,45,4,49
"2608",2018-04-19,46,4,50
"2609",2018-04-19,46,4,50
"2610",2018-04-19,45,3,48
"2611",2018-04-19,42,6,48
"2612",2018-04-19,41,6,47
"2613",2018-04-19,41,8,49
"2614",2018-04-19,36,13,49
"2615",2018-04-19,36,11,47
"2616",2018-04-19,35,10,45
"2617",2018-04-20,37,7,44
"2618",2018-04-20,35,9,44
"2619",2018-04-20,34,10,44
"2620",2018-04-20,34,10,44
"2621",2018-04-20,33,11,44
"2622",2018-04-20,30,15,45
"2623",2018-04-20,27,18,45
"2624",2018-04-20,35,10,45
"2625",2018-04-20,35,9,44
"2626",2018-04-20,38,6,44
"2627",2018-04-20,38,6,44
"2628",2018-04-20,39,5,44
"2629",2018-04-20,39,5,44
"2630",2018-04-20,39,5,44
"2631",2018-04-20,40,5,45
"2632",2018-04-20,40,4,44
"2633",2018-04-20,40,5,45
"2634",2018-04-20,40,5,45
"2635",2018-04-20,40,6,46
"2636",2018-04-20,37,9,46
"2637",2018-04-20,35,11,46
"2638",2018-04-20,33,14,47
"2639",2018-04-20,29,19,48
"2640",2018-04-20,28,21,49
"2641",2018-04-21,32,16,48
"2642",2018-04-21,29,19,48
"2643",2018-04-21,23,26,49
"2644",2018-04-21,26,24,50
"2645",2018-04-21,23,26,49
"2646",2018-04-21,6,43,49
"2647",2018-04-21,8,42,50
"2648",2018-04-21,16,31,47
"2649",2018-04-21,18,31,49
"2650",2018-04-21,35,14,49
"2651",2018-04-21,27,23,50
"2652",2018-04-21,35,13,48
"2653",2018-04-21,39,10,49
"2654",2018-04-21,43,7,50
"2655",2018-04-21,47,5,52
"2656",2018-04-21,47,6,53
"2657",2018-04-21,49,5,54
"2658",2018-04-21,48,6,54
"2659",2018-04-21,42,11,53
"2660",2018-04-21,38,11,49
"2661",2018-04-21,38,11,49
"2662",2018-04-21,33,16,49
"2663",2018-04-21,24,26,50
"2664",2018-04-21,23,27,50
"2665",2018-04-22,20,31,51
"2666",2018-04-22,11,42,53
"2667",2018-04-22,21,31,52
"2668",2018-04-22,NA,NA,NA
"2669",2018-04-22,1,51,52
"2670",2018-04-22,2,50,52
"2671",2018-04-22,7,47,54
"2672",2018-04-22,12,42,54
"2673",2018-04-22,33,18,51
"2674",2018-04-22,40,12,52
"2675",2018-04-22,39,13,52
"2676",2018-04-22,40,13,53
"2677",2018-04-22,40,14,54
"2678",2018-04-22,43,11,54
"2679",2018-04-22,45,9,54
"2680",2018-04-22,45,10,55
"2681",2018-04-22,47,6,53
"2682",2018-04-22,NA,NA,NA
"2683",2018-04-22,46,6,52
"2684",2018-04-22,42,9,51
"2685",2018-04-22,37,14,51
"2686",2018-04-22,22,31,53
"2687",2018-04-22,15,40,55
"2688",2018-04-22,4,50,54
"2689",2018-04-23,5,49,54
"2690",2018-04-23,22,31,53
"2691",2018-04-23,27,24,51
"2692",2018-04-23,36,13,49
"2693",2018-04-23,33,16,49
"2694",2018-04-23,16,35,51
"2695",2018-04-23,14,39,53
"2696",2018-04-23,17,36,53
"2697",2018-04-23,36,14,50
"2698",2018-04-23,39,11,50
"2699",2018-04-23,40,10,50
"2700",2018-04-23,43,8,51
"2701",2018-04-23,39,15,54
"2702",2018-04-23,25,34,59
"2703",2018-04-23,33,25,58
"2704",2018-04-23,48,7,55
"2705",2018-04-23,45,12,57
"2706",2018-04-23,47,9,56
"2707",2018-04-23,47,10,57
"2708",2018-04-23,44,13,57
"2709",2018-04-23,40,16,56
"2710",2018-04-23,32,22,54
"2711",2018-04-23,34,20,54
"2712",2018-04-23,32,21,53
"2713",2018-04-24,40,15,55
"2714",2018-04-24,35,18,53
"2715",2018-04-24,30,24,54
"2716",2018-04-24,26,25,51
"2717",2018-04-24,30,19,49
"2718",2018-04-24,23,28,51
"2719",2018-04-24,31,19,50
"2720",2018-04-24,25,26,51
"2721",2018-04-24,25,25,50
"2722",2018-04-24,35,14,49
"2723",2018-04-24,41,8,49
"2724",2018-04-24,45,5,50
"2725",2018-04-24,46,6,52
"2726",2018-04-24,43,9,52
"2727",2018-04-24,44,9,53
"2728",2018-04-24,40,12,52
"2729",2018-04-24,30,24,54
"2730",2018-04-24,32,23,55
"2731",2018-04-24,24,30,54
"2732",2018-04-24,20,33,53
"2733",2018-04-24,15,35,50
"2734",2018-04-24,17,30,47
"2735",2018-04-24,22,22,44
"2736",2018-04-24,28,17,45
"2737",2018-04-25,40,9,49
"2738",2018-04-25,44,6,50
"2739",2018-04-25,44,6,50
"2740",2018-04-25,45,5,50
"2741",2018-04-25,43,6,49
"2742",2018-04-25,41,7,48
"2743",2018-04-25,36,11,47
"2744",2018-04-25,32,14,46
"2745",2018-04-25,32,14,46
"2746",2018-04-25,34,11,45
"2747",2018-04-25,29,16,45
"2748",2018-04-25,23,21,44
"2749",2018-04-25,24,21,45
"2750",2018-04-25,25,20,45
"2751",2018-04-25,23,21,44
"2752",2018-04-25,16,30,46
"2753",2018-04-25,13,34,47
"2754",2018-04-25,26,11,37
"2755",2018-04-25,22,8,30
"2756",2018-04-25,23,6,29
"2757",2018-04-25,24,5,29
"2758",2018-04-25,24,5,29
"2759",2018-04-25,24,4,28
"2760",2018-04-25,23,4,27
"2761",2018-04-26,24,4,28
"2762",2018-04-26,24,3,27
"2763",2018-04-26,23,4,27
"2764",2018-04-26,24,5,29
"2765",2018-04-26,27,5,32
"2766",2018-04-26,24,8,32
"2767",2018-04-26,22,9,31
"2768",2018-04-26,23,10,33
"2769",2018-04-26,26,6,32
"2770",2018-04-26,28,4,32
"2771",2018-04-26,NA,NA,NA
"2772",2018-04-26,NA,NA,NA
"2773",2018-04-26,NA,NA,NA
"2774",2018-04-26,37,8,45
"2775",2018-04-26,39,8,47
"2776",2018-04-26,37,11,48
"2777",2018-04-26,35,13,48
"2778",2018-04-26,38,10,48
"2779",2018-04-26,38,7,45
"2780",2018-04-26,36,8,44
"2781",2018-04-26,28,15,43
"2782",2018-04-26,19,22,41
"2783",2018-04-26,14,24,38
"2784",2018-04-26,5,34,39
"2785",2018-04-27,2,39,41
"2786",2018-04-27,1,39,40
"2787",2018-04-27,1,38,39
"2788",2018-04-27,2,39,41
"2789",2018-04-27,12,28,40
"2790",2018-04-27,6,33,39
"2791",2018-04-27,11,28,39
"2792",2018-04-27,8,34,42
"2793",2018-04-27,14,31,45
"2794",2018-04-27,25,21,46
"2795",2018-04-27,32,17,49
"2796",2018-04-27,32,18,50
"2797",2018-04-27,39,13,52
"2798",2018-04-27,43,10,53
"2799",2018-04-27,45,10,55
"2800",2018-04-27,42,14,56
"2801",2018-04-27,45,10,55
"2802",2018-04-27,46,9,55
"2803",2018-04-27,41,14,55
"2804",2018-04-27,37,16,53
"2805",2018-04-27,40,16,56
"2806",2018-04-27,47,9,56
"2807",2018-04-27,47,7,54
"2808",2018-04-27,41,10,51
"2809",2018-04-28,40,11,51
"2810",2018-04-28,37,13,50
"2811",2018-04-28,36,10,46
"2812",2018-04-28,34,10,44
"2813",2018-04-28,33,11,44
"2814",2018-04-28,39,9,48
"2815",2018-04-28,41,9,50
"2816",2018-04-28,42,8,50
"2817",2018-04-28,35,9,44
"2818",2018-04-28,25,8,33
"2819",2018-04-28,22,8,30
"2820",2018-04-28,22,7,29
"2821",2018-04-28,24,6,30
"2822",2018-04-28,26,5,31
"2823",2018-04-28,26,4,30
"2824",2018-04-28,26,3,29
"2825",2018-04-28,26,3,29
"2826",2018-04-28,24,4,28
"2827",2018-04-28,24,4,28
"2828",2018-04-28,25,4,29
"2829",2018-04-28,25,4,29
"2830",2018-04-28,25,5,30
"2831",2018-04-28,24,6,30
"2832",2018-04-28,25,5,30
"2833",2018-04-29,27,4,31
"2834",2018-04-29,29,5,34
"2835",2018-04-29,29,5,34
"2836",2018-04-29,NA,NA,NA
"2837",2018-04-29,30,5,35
"2838",2018-04-29,29,6,35
"2839",2018-04-29,30,7,37
"2840",2018-04-29,31,6,37
"2841",2018-04-29,33,4,37
"2842",2018-04-29,35,3,38
"2843",2018-04-29,36,3,39
"2844",2018-04-29,40,3,43
"2845",2018-04-29,43,3,46
"2846",2018-04-29,45,2,47
"2847",2018-04-29,48,2,50
"2848",2018-04-29,54,2,56
"2849",2018-04-29,54,3,57
"2850",2018-04-29,51,3,54
"2851",2018-04-29,48,4,52
"2852",2018-04-29,45,6,51
"2853",2018-04-29,43,6,49
"2854",2018-04-29,40,8,48
"2855",2018-04-29,33,13,46
"2856",2018-04-29,33,9,42
"2857",2018-04-30,34,8,42
"2858",2018-04-30,34,9,43
"2859",2018-04-30,33,10,43
"2860",2018-04-30,32,13,45
"2861",2018-04-30,32,12,44
"2862",2018-04-30,30,14,44
"2863",2018-04-30,25,20,45
"2864",2018-04-30,29,17,46
"2865",2018-04-30,37,9,46
"2866",2018-04-30,42,7,49
"2867",2018-04-30,44,7,51
"2868",2018-04-30,35,15,50
"2869",2018-04-30,37,15,52
"2870",2018-04-30,42,14,56
"2871",2018-04-30,45,14,59
"2872",2018-04-30,44,16,60
"2873",2018-04-30,35,25,60
"2874",2018-04-30,36,24,60
"2875",2018-04-30,50,6,56
"2876",2018-04-30,49,8,57
"2877",2018-04-30,47,11,58
"2878",2018-04-30,39,19,58
"2879",2018-04-30,23,35,58
"2880",2018-04-30,25,31,56
"2881",2018-05-01,24,32,56
"2882",2018-05-01,21,33,54
"2883",2018-05-01,31,20,51
"2884",2018-05-01,34,16,50
"2885",2018-05-01,30,19,49
"2886",2018-05-01,24,29,53
"2887",2018-05-01,23,31,54
"2888",2018-05-01,21,36,57
"2889",2018-05-01,28,27,55
"2890",2018-05-01,30,25,55
"2891",2018-05-01,33,22,55
"2892",2018-05-01,38,19,57
"2893",2018-05-01,49,12,61
"2894",2018-05-01,55,10,65
"2895",2018-05-01,58,10,68
"2896",2018-05-01,61,8,69
"2897",2018-05-01,60,8,68
"2898",2018-05-01,60,7,67
"2899",2018-05-01,60,8,68
"2900",2018-05-01,59,10,69
"2901",2018-05-01,58,10,68
"2902",2018-05-01,58,9,67
"2903",2018-05-01,56,9,65
"2904",2018-05-01,55,8,63
"2905",2018-05-02,53,6,59
"2906",2018-05-02,50,7,57
"2907",2018-05-02,47,7,54
"2908",2018-05-02,45,7,52
"2909",2018-05-02,43,10,53
"2910",2018-05-02,41,10,51
"2911",2018-05-02,36,15,51
"2912",2018-05-02,32,20,52
"2913",2018-05-02,40,17,57
"2914",2018-05-02,45,15,60
"2915",2018-05-02,53,11,64
"2916",2018-05-02,59,10,69
"2917",2018-05-02,53,15,68
"2918",2018-05-02,57,14,71
"2919",2018-05-02,64,9,73
"2920",2018-05-02,63,8,71
"2921",2018-05-02,61,7,68
"2922",2018-05-02,61,6,67
"2923",2018-05-02,58,7,65
"2924",2018-05-02,52,9,61
"2925",2018-05-02,47,11,58
"2926",2018-05-02,46,10,56
"2927",2018-05-02,41,13,54
"2928",2018-05-02,41,9,50
"2929",2018-05-03,38,11,49
"2930",2018-05-03,41,7,48
"2931",2018-05-03,44,5,49
"2932",2018-05-03,41,8,49
"2933",2018-05-03,40,6,46
"2934",2018-05-03,38,6,44
"2935",2018-05-03,38,7,45
"2936",2018-05-03,29,15,44
"2937",2018-05-03,23,22,45
"2938",2018-05-03,41,8,49
"2939",2018-05-03,46,6,52
"2940",2018-05-03,44,6,50
"2941",2018-05-03,40,8,48
"2942",2018-05-03,29,18,47
"2943",2018-05-03,35,11,46
"2944",2018-05-03,24,24,48
"2945",2018-05-03,31,16,47
"2946",2018-05-03,30,9,39
"2947",2018-05-03,27,10,37
"2948",2018-05-03,21,14,35
"2949",2018-05-03,21,13,34
"2950",2018-05-03,22,12,34
"2951",2018-05-03,25,10,35
"2952",2018-05-03,30,7,37
